text,is_ai_generated,source,domain,prompt_group
"You get what you pay for. These were inexpensive, but they don't work well. The top clip that is supposed to hold the laces together doesn't work. I've lost 3 of the 5 pairs in a week. Will be sticking with Lock Laces next time, which have always worked well for me in the past...",0,human_amazon_reviews,review,en_0626299
"These headphones are a joke. The headphone jack isn't long enough for my phone or computer, so I can't use them at all. They will be returned.",0,human_amazon_reviews,review,en_0131299
Not as clear as I had wanted many people have a hard time hearing and understanding. Not good for online game communication.,0,human_amazon_reviews,review,en_0166821
They were bigger than I expected and the weight pulls them down on some outlets. But work great and am mostly happy.,0,human_amazon_reviews,review,en_0817477
"My daughter just received her outfit and absolutely loves it! However, this “brand new” outfit has BLOOD stains on it and loose threads all over the collar of the jersey. I’m absolutely disgusted and very disappointed! I won’t let my daughter touch this outfit, let alone try it on. The sizing looks accurate so that’s a plus.",0,human_amazon_reviews,review,en_0799699
"Smaller than I thought it would be, but it's gonna get the job done. And it finds a nice place and function in my survival bag. Can't wait to use it and all it's nifty utility. P.S. I look forward to the ritual and prayer promised by the wise man who sold me this quality product. Might sound odd, but there is power in ancient magic...",0,human_amazon_reviews,review,en_0110001
DO NOT BUY!! Had ordered a couple months ago and still not here and seller is unresponsive.,0,human_amazon_reviews,review,en_0295516
"This is a useless product, it had no benefit to my stye.My doctor said it's just mineral oil. A waste if money.",0,human_amazon_reviews,review,en_0849517
"These are nice and serves the purpose of organizing my DVD's. The only thing is, you might scratch wooden surfaces if you are not careful.",0,human_amazon_reviews,review,en_0786506
The parts seem to be working well. The seal had a small defect but does not leak yet. I didn't have time to ask for a replacement. I plan on calling the supplier but that can sometimes be a hassle. So far so good,0,human_amazon_reviews,review,en_0971503
These smell amazing! Buy them you will not regret the feel quality the woodwick is a nice touch.,0,human_amazon_reviews,review,en_0744307
"If you're bust is your best feature and you want to hide a bit of tummy and hip bulge, this is your suit. Photographs well, too, and doesn't ride up. Great value!",0,human_amazon_reviews,review,en_0238537
I was so excited for this to come but when I opened the packaging I immediately noticed stains and crust on the fabric. It’s scattered all over the fabric. Disgusting.,0,human_amazon_reviews,review,en_0188366
Looking for a good water proof that actually works. So far so good. Little clumpy put on sparingly.,0,human_amazon_reviews,review,en_0945343
"The main problem with this ""hand massager"" that it doesn't separate the fingers, so it can't hit a single important pressure point. All it does it put heavy pressure on the top and bottom of the hand, which doesn't provide any practical relief. The pressure is also painfully-heavy, but not in a good way. It doesn't help with any reduction of carpel tunnel syndrome. I end up just not using it and instead continue asking my wife to massage my hand.",0,human_amazon_reviews,review,en_0203564
"I love this scarf and the material; however, the description states the scarf is 78 x 24 and it's actually 56 x 49. Kind of disappointed because I wanted a longer scarf.",0,human_amazon_reviews,review,en_0179214
"It works as expected and very convenient to plug in/out everything(HDMI, USB, Power) I need in a go. The downsides are that if left plugged it draws power from the machine and tend to drain the battery and it gets hot when used for a long time.",0,human_amazon_reviews,review,en_0305849
Overall it works as intended... I have yet to test the torque and it accuracy (I'll post an update if I get around to it). I would buy this again given the option over the other tool style. Pros: -nice tool case -bits appear to be of good quality and build -tool felt sturdy and clear indication of when you hit the dialed torque (click) Cons: -poor English instructions -the torque dial is slightly offset from selected value.,0,human_amazon_reviews,review,en_0596964
